Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Comments
0.0,0.000273359,3.0,-25.176,0.0443,0.724150792,6.19e-05,0.000806954,0.34,83.398,117907.0,87910955.93900096,137622.0,19981370.0,3070.0
0.0,0.184220009,7.0,-7.561370454078488,0.09546161037188672,0.672221376,0.91,0.034965783,0.746,148.692,173427.0,184825.0,5190.0,129042647.67579783,122.0
0.0,0.3358391607915793,6.0,-15.596,0.09546161037188672,0.667627624,0.867,0.001771561,0.38,84.899,150667.0,184825.0,5190.0,19320810.0,122.0
1.0,0.209584584,5.231603514552444,-6.251,0.0277,0.003796416,0.05493371424806095,0.001,0.5258417696629214,150.22,265000.0,202457327.0,997035.0,399661898.0,24350.0
4.0,0.3358391607915793,5.0,-7.561370454078488,0.026,3.05e-06,0.000467,0.002924207,0.295,97.997,263867.0,316688049.0,1299086.0,129042647.67579783,31150.0
6.0,0.442450728,7.0,-7.561370454078488,0.0326,1.76e-05,0.0,0.000944076,0.842,103.032,260560.0,249074.0,922.0,201457474.0,140.0
0.0,0.225866529,10.0,-7.561370454078488,0.0323,0.291434247,1.13e-05,0.010793861,0.5258417696629214,166.668,258027.0,76758188.0,252380.0,136332369.0,6860.0
6.0,0.494913671,10.0,-6.63,0.0414,4.98e-05,0.0,0.000334255,0.879,116.043,222830.74600123568,105107732.0,740856.0,140211873.0,43300.0
1.0,0.898632125,10.0,-5.022,0.09546161037188672,4.83e-12,0.05493371424806095,0.000622836,0.347,125.152,262000.0,22878351.0,93766.0,128201040.0,3668.0
5.0,0.3358391607915793,5.231603514552444,-7.561370454078488,0.0261,0.078953589,0.05493371424806095,0.005268024,0.677,106.191,170493.0,44458549.0,276258.0,105775598.0,6509.0
1.0,0.354894912,1.0,-7.561370454078488,0.0301,5.11e-05,0.0,0.000988048,0.612,164.001,203438.0,2419753.0,648506.3617983689,15191393.0,1861.0
3.0,0.629422793,5.0,-5.173,0.0589,2.78e-08,2.23e-06,0.022906304,0.759,96.231,260400.0,86252134.0,357275.0,53372857.0,9334.0
2.0,0.144703125,6.0,-7.31,0.0341,0.005088448,0.0,0.002406104,0.291,156.207,204640.0,26341526.0,83668.0,45956641.0,2923.0
0.0,0.006539203,2.0,-7.561370454078488,0.09546161037188672,0.967361669,0.05493371424806095,0.001030301,0.213,132.731,222830.74600123568,88490455.0,1939359.0,427523589.0,3259.0
1.0,1.22e-05,0.0,-29.372,0.0364,0.921167317,0.915,0.033745416977861285,0.226,132.813,96625.0,86950.0,955.0,5016602.0,7.0
2.0,0.003375,5.231603514552444,-22.415,0.0355,0.944076141,0.94,0.001860867,0.5258417696629214,134.311,89601.0,86950.0,955.0,8273038.0,7.0
0.0,0.003869893,4.0,-16.714,0.0331,0.941192,0.0103,0.000586376,0.319,77.483,175644.0,2273744.0,648506.3617983689,26635618.0,1275.0
1.0,0.000340068,6.0,-16.827,0.09546161037188672,0.973242271,0.103,0.001295029,0.232,105.202,187373.0,9236037.0,62809.0,29325998.0,2114.0
